MAG ID	Domain Marker Set	Classification	Domain	Phylum	Class	Order	Family	Genus	Species	Classification Method	Msa Percent	Note
G06_bin.77	bac120	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RF39;f__UBA660;g__CAG-302;s__CAG-302 sp900543825	Bacteria	Bacillota_I	Bacilli_A	RF39	UBA660	CAG-302	CAG-302 sp900543825	ani_screen		classification based on ANI only
G06_bin.89	bac120	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes sp900541585	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes sp900541585	ani_screen		classification based on ANI only
G07_bin.107	bac120	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia faecis	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	Roseburia faecis	ani_screen		classification based on ANI only
G07_bin.36	bac120	d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__Zag111;s__Zag111 sp002102825	Bacteria	Cyanobacteriota	Vampirovibrionia	Gastranaerophilales	Gastranaerophilaceae	Zag111	Zag111 sp002102825	ani_screen		classification based on ANI only
G07_bin.76	bac120	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola coprocola	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola coprocola	ani_screen		classification based on ANI only
G07_bin.85	bac120	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__UBA11524;s__UBA11524 sp000437595	Bacteria	Bacillota	Clostridia	Christensenellales	Aristaeellaceae	UBA11524	UBA11524 sp000437595	ani_screen		classification based on ANI only
G07_bin.87	bac120	d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__Stercorousia;s__Stercorousia sp000433095	Bacteria	Cyanobacteriota	Vampirovibrionia	Gastranaerophilales	Gastranaerophilaceae	Stercorousia	Stercorousia sp000433095	ani_screen		classification based on ANI only
G08_bin.11	bac120	d__Bacteria;p__Bacillota;c__Clostridia;o__UBA1212;f__UBA1255;g__Egerieisoma;s__Egerieisoma faecipullorum	Bacteria	Bacillota	Clostridia	UBA1212	UBA1255	Egerieisoma	Egerieisoma faecipullorum	ani_screen		classification based on ANI only
G08_bin.17	bac120	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Hominicoprocola;s__Hominicoprocola sp900317525	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	Hominicoprocola	Hominicoprocola sp900317525	ani_screen		classification based on ANI only
G08_bin.28	bac120	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__CAG-272;g__CAKTAA01;s__CAKTAA01 sp019415985	Bacteria	Bacillota	Clostridia	Oscillospirales	CAG-272	CAKTAA01	CAKTAA01 sp019415985	ani_screen		classification based on ANI only
G08_bin.3	bac120	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__F23-B02;s__F23-B02 sp945613045	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	F23-B02	F23-B02 sp945613045	ani_screen		classification based on ANI only
G08_bin.54	bac120	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__CAG-272;g__UMGS911;s__UMGS911 sp937934385	Bacteria	Bacillota	Clostridia	Oscillospirales	CAG-272	UMGS911	UMGS911 sp937934385	ani_screen		classification based on ANI only
G08_bin.64	bac120	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Scatomorpha;s__Scatomorpha merdavium	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	Scatomorpha	Scatomorpha merdavium	ani_screen		classification based on ANI only
G08_bin.70	bac120	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__Alectryocaccomicrobium;s__Alectryocaccomicrobium faecavium	Bacteria	Bacillota	Clostridia	Christensenellales	Aristaeellaceae	Alectryocaccomicrobium	Alectryocaccomicrobium faecavium	ani_screen		classification based on ANI only
G08_bin.80	bac120	d__Bacteria;p__Bacillota;c__Clostridia;o__TANB77;f__CAG-508;g__DNVW01;s__DNVW01 sp003507395	Bacteria	Bacillota	Clostridia	TANB77	CAG-508	DNVW01	DNVW01 sp003507395	ani_screen		classification based on ANI only
G08_bin.86	bac120	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__JAZOXB01;s__JAZOXB01 sp040096185	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	JAZOXB01	JAZOXB01 sp040096185	ani_screen		classification based on ANI only
G08_bin.88	bac120	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Merdibacter;s__Merdibacter merdipullorum	Bacteria	Bacillota_I	Bacilli_A	Erysipelotrichales	Erysipelotrichaceae	Merdibacter	Merdibacter merdipullorum	ani_screen		classification based on ANI only
G08_bin.9	bac120	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium taiwanense	Bacteria	Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	Faecalibacterium taiwanense	ani_screen		classification based on ANI only
H01_bin.103	bac120	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Lepagella;s__Lepagella sp000437495	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Lepagella	Lepagella sp000437495	ani_screen		classification based on ANI only
H01_bin.11	bac120	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger sp900540775	Bacteria	Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	Gemmiger	Gemmiger sp900540775	ani_screen		classification based on ANI only
H01_bin.42	bac120	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp900540945	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella sp900540945	ani_screen		classification based on ANI only
H01_bin.45	bac120	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sinensis	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sinensis	ani_screen		classification based on ANI only
H01_bin.57	bac120	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__CALADF01;s__CALADF01 sp937890835	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	CALADF01	CALADF01 sp937890835	ani_screen		classification based on ANI only
H01_bin.58	bac120	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas sp900554275	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	Vescimonas	Vescimonas sp900554275	ani_screen		classification based on ANI only
H01_bin.87	bac120	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor intestinalis	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Acetatifactor	Acetatifactor intestinalis	ani_screen		classification based on ANI only
H01_bin.93	bac120	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170;s__CAG-170 sp900553545	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	CAG-170	CAG-170 sp900553545	ani_screen		classification based on ANI only
H02_bin.14	bac120	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas sp900547745	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	Vescimonas	Vescimonas sp900547745	ani_screen		classification based on ANI only
H02_bin.17	bac120	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola sp000432735	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola sp000432735	ani_screen		classification based on ANI only
H02_bin.18	bac120	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium adolescentis	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium adolescentis	ani_screen		classification based on ANI only
H02_bin.19	bac120	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_F;g__Sutterella;s__Sutterella seckii	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae_F	Sutterella	Sutterella seckii	ani_screen		classification based on ANI only
H02_bin.41	bac120	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_C;s__Ruminococcus_C callidus	Bacteria	Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus_C	Ruminococcus_C callidus	ani_screen		classification based on ANI only
H02_bin.48	bac120	d__Bacteria;p__Bacillota;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__Dialister succinatiphilus	Bacteria	Bacillota	Negativicutes	Veillonellales	Dialisteraceae	Dialister	Dialister succinatiphilus	ani_screen		classification based on ANI only
H02_bin.53	bac120	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__Cryptobacteroides sp000431015	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Cryptobacteroides	Cryptobacteroides sp000431015	ani_screen		classification based on ANI only
H02_bin.57	bac120	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Limisoma;s__Limisoma sp000437795	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Limisoma	Limisoma sp000437795	ani_screen		classification based on ANI only
H02_bin.64	bac120	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio sp900556755	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio sp900556755	ani_screen		classification based on ANI only
H03_bin.11	bac120	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__UBA1242;g__UBA6345;s__UBA6345 sp944380265	Bacteria	Bacillota	Clostridia	Christensenellales	UBA1242	UBA6345	UBA6345 sp944380265	ani_screen		classification based on ANI only
H03_bin.13	bac120	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-873;s__CAG-873 sp910578035	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-873	CAG-873 sp910578035	ani_screen		classification based on ANI only
H03_bin.18	bac120	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__ML615J-28;f__CAG-313;g__CAG-313;s__CAG-313 sp000433035	Bacteria	Bacillota_I	Bacilli_A	ML615J-28	CAG-313	CAG-313	CAG-313 sp000433035	ani_screen		classification based on ANI only
H03_bin.2	bac120	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__CAG-382;g__UBA1206;s__UBA1206 sp000433115	Bacteria	Bacillota	Clostridia	Oscillospirales	CAG-382	UBA1206	UBA1206 sp000433115	ani_screen		classification based on ANI only
H03_bin.22	bac120	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__Faecousia sp000434635	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	Faecousia	Faecousia sp000434635	ani_screen		classification based on ANI only
H03_bin.38	bac120	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__UBA1750;g__Spyradocola;s__Spyradocola sp905193155	Bacteria	Bacillota	Clostridia	Christensenellales	UBA1750	Spyradocola	Spyradocola sp905193155	ani_screen		classification based on ANI only
H03_bin.40	bac120	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-917;g__CAG-475;s__CAG-475 sp934233745	Bacteria	Bacillota	Clostridia	Christensenellales	CAG-917	CAG-475	CAG-475 sp934233745	ani_screen		classification based on ANI only
H03_bin.63	ar53	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomassiliicoccaceae;g__Methanomassiliicoccus_A;s__Methanomassiliicoccus_A intestinalis	Archaea	Thermoplasmatota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus_A	Methanomassiliicoccus_A intestinalis	ani_screen		classification based on ANI only
H03_bin.66	bac120	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Borkfalkiaceae;g__UMGS621;s__UMGS621 sp900543915	Bacteria	Bacillota	Clostridia	Christensenellales	Borkfalkiaceae	UMGS621	UMGS621 sp900543915	ani_screen		classification based on ANI only
H03_bin.72	bac120	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__CAG-272;g__UMGS1312;s__UMGS1312 sp900550625	Bacteria	Bacillota	Clostridia	Oscillospirales	CAG-272	UMGS1312	UMGS1312 sp900550625	ani_screen		classification based on ANI only
H03_bin.82	bac120	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola intestinalis	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola intestinalis	ani_screen		classification based on ANI only
H03_bin.86	bac120	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiia;o__Opitutales;f__Intestinicryptomonadaceae;g__Merdousia;s__Merdousia gallistercoris	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Opitutales	Intestinicryptomonadaceae	Merdousia	Merdousia gallistercoris	ani_screen		classification based on ANI only
H04_bin.32	bac120	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Evtepia;s__Evtepia excrementipullorum	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	Evtepia	Evtepia excrementipullorum	ani_screen		classification based on ANI only
H04_bin.33	bac120	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Clostridium_A;s__Clostridium_A leptum	Bacteria	Bacillota	Clostridia	Oscillospirales	Acutalibacteraceae	Clostridium_A	Clostridium_A leptum	ani_screen		classification based on ANI only
H04_bin.47	bac120	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Anaerotignum;s__Anaerotignum lactatifermentans	Bacteria	Bacillota	Clostridia	Lachnospirales	Anaerotignaceae	Anaerotignum	Anaerotignum lactatifermentans	ani_screen		classification based on ANI only
H04_bin.57	bac120	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger formicilis	Bacteria	Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	Gemmiger	Gemmiger formicilis	ani_screen		classification based on ANI only
H04_bin.68	bac120	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A ammoniilytica	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Blautia_A	Blautia_A ammoniilytica	ani_screen		classification based on ANI only
H04_bin.7	bac120	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Copromonas;s__Copromonas avistercoris	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Copromonas	Copromonas avistercoris	ani_screen		classification based on ANI only
H04_bin.73	bac120	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eisenbergiella;s__Eisenbergiella intestinigallinarum	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Eisenbergiella	Eisenbergiella intestinigallinarum	ani_screen		classification based on ANI only
H05_bin.21	bac120	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hungatella;s__Hungatella effluvii	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Hungatella	Hungatella effluvii	ani_screen		classification based on ANI only
H05_bin.27	bac120	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella		taxonomic classification fully defined by topology	97.94	classification based on placement in class-level tree
H05_bin.34	bac120	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	ani_screen		classification based on ANI only
H05_bin.38	bac120	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides distasonis	ani_screen		classification based on ANI only
H05_bin.41	bac120	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalimonas;s__Faecalimonas sp029983955	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Faecalimonas	Faecalimonas sp029983955	ani_screen		classification based on ANI only
H05_bin.43	bac120	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia rectalis	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	Roseburia rectalis	ani_screen		classification based on ANI only
H06_bin.1	bac120	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas sp000435975	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	Vescimonas	Vescimonas sp000435975	ani_screen		classification based on ANI only
H06_bin.54	bac120	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RF39;f__UBA660;g__CAG-914;s__CAG-914 sp000437895	Bacteria	Bacillota_I	Bacilli_A	RF39	UBA660	CAG-914	CAG-914 sp000437895	ani_screen		classification based on ANI only
H06_bin.57	bac120	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__UBA644;g__UBA644;s__UBA644 sp900547165	Bacteria	Bacillota	Clostridia	Oscillospirales	UBA644	UBA644	UBA644 sp900547165	ani_screen		classification based on ANI only
H06_bin.61	bac120	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fusicatenibacter;s__Fusicatenibacter saccharivorans	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Fusicatenibacter	Fusicatenibacter saccharivorans	ani_screen		classification based on ANI only
H06_bin.64	bac120	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminiclostridium_E;s__Ruminiclostridium_E siraeum	Bacteria	Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	Ruminiclostridium_E	Ruminiclostridium_E siraeum	ani_screen		classification based on ANI only
H06_bin.86	bac120	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__ML615J-28;f__CAG-313;g__CAG-313;s__CAG-313 sp900539265	Bacteria	Bacillota_I	Bacilli_A	ML615J-28	CAG-313	CAG-313	CAG-313 sp900539265	ani_screen		classification based on ANI only
H07_bin.11	bac120	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Pilosibacter;s__Pilosibacter sp900066785	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Pilosibacter	Pilosibacter sp900066785	ani_screen		classification based on ANI only
H07_bin.16	bac120	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides xylanisolvens	ani_screen		classification based on ANI only
H07_bin.23	bac120	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium longum	Bacteria	Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	Faecalibacterium longum	ani_screen		classification based on ANI only
H07_bin.27	bac120	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus acidophilus	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus acidophilus	ani_screen		classification based on ANI only
H07_bin.28	bac120	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcoides;s__Ruminococcoides intestinihominis	Bacteria	Bacillota	Clostridia	Oscillospirales	Acutalibacteraceae	Ruminococcoides	Ruminococcoides intestinihominis	ani_screen		classification based on ANI only
H07_bin.29	bac120	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter;s__Oscillibacter sp944387015	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	Oscillibacter	Oscillibacter sp944387015	ani_screen		classification based on ANI only
H07_bin.31	bac120	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter;s__Odoribacter sp900544025	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Odoribacter	Odoribacter sp900544025	ani_screen		classification based on ANI only
H07_bin.48	bac120	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter;s__Mediterraneibacter faecis	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Mediterraneibacter	Mediterraneibacter faecis	ani_screen		classification based on ANI only
H07_bin.63	bac120	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides thetaiotaomicron	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	ani_screen		classification based on ANI only
H08_bin.15	bac120	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Otoolea;s__Otoolea fessa	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Otoolea	Otoolea fessa	ani_screen		classification based on ANI only
H08_bin.8	bac120	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_F;g__Sutterella;s__Sutterella sp900762445	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae_F	Sutterella	Sutterella sp900762445	ani_screen		classification based on ANI only
