MAG ID	Cluster ID	Representative MAG ID	Is Representative	Gtdb Classification	Gtdb Domain	Gtdb Phylum	Gtdb Class	Gtdb Order	Gtdb Family	Gtdb Genus	Gtdb Species	Completeness	Contamination	Genome Size Bp	Contigs	N50 Contigs	Gc	Predicted Genes	Samples With Relative Abundance Gt0	Prevalence Fraction	Mean Relative Abundance Percent	Median Relative Abundance Percent	Median Nonzero Relative Abundance Percent	Max Relative Abundance Percent	Total Relative Abundance Percent Across Samples	Samples With Covered Fraction Gt0	Mean Covered Fraction
A03_bin.15	ANI95_cluster_00013	A03_bin.15	True	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_F;g__Mesosutterella;s__Mesosutterella massiliensis	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae_F	Mesosutterella	Mesosutterella massiliensis	96.88	0.0	2408386	22	212817	57.240202	2126	9.0	0.1384615385	0.1452467844	0.0	0.03671674	7.3489985	9.441040988	9.0	0.09612238954
A03_bin.17	ANI95_cluster_00014	A03_bin.17	True	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_G;s__Eubacterium_G ventriosum	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Eubacterium_G	Eubacterium_G ventriosum	92.1	4.08	3697454	829	5826	34.667909	4196	45.0	0.6923076923	0.03575507244	0.010835041	0.02397886	0.6520328	2.324079709	44.0	0.2378085691
A03_bin.18	ANI95_cluster_00083	B04_bin.18	False	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes onderdonkii	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes onderdonkii	95.77	0.58	2965784	39	118237	58.854016	2433	56.0	0.8615384615	0.1310824091	0.04317201	0.052359887	0.96047306	8.520356593	56.0	0.5254071775
A03_bin.19	ANI95_cluster_00424	H07_bin.23	False	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium longum	Bacteria	Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	Faecalibacterium longum	90.45	7.82	2124457	137	22209	59.624742	1992	55.0	0.8461538462	0.0495105199	0.024549954	0.0274686	1.3175757	3.218183793	55.0	0.2947386254
A03_bin.2	ANI95_cluster_00053	A09_bin.36	False	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter;s__Oscillibacter segnis	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	Oscillibacter	Oscillibacter segnis	91.95	0.4	2191459	121	29136	58.222308	2190	50.0	0.7692307692	0.02670954701	0.020513546	0.029278385	0.24642561	1.736120555	50.0	0.2318774843
A03_bin.20	ANI95_cluster_00193	D01_bin.64	False	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides uniformis	93.57	0.46	3851964	49	117946	46.624839	3141	63.0	0.9692307692	0.1534916992	0.09298251	0.09436316	1.7288363	9.976960446	63.0	0.5705296805
A03_bin.21	ANI95_cluster_00015	A03_bin.21	True	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hominisplanchenecus;s__Hominisplanchenecus faecis	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Hominisplanchenecus	Hominisplanchenecus faecis	86.91	0.27	2168407	101	32888	45.069952	1836	34.0	0.5230769231	0.02252721571	0.004432896	0.0191727095	0.54024845	1.464269021	34.0	0.1763256398
A03_bin.22	ANI95_cluster_00263	E06_bin.63	False	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_F;s__Eubacterium_F sp003491505	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Eubacterium_F	Eubacterium_F sp003491505	93.29	0.0	2466621	43	88226	40.774606	2248	38.0	0.5846153846	0.01478739149	0.0058637005	0.0112688585	0.3199185	0.9611804468	38.0	0.1616369808
A03_bin.28	ANI95_cluster_00155	C05_bin.117	False	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Gallintestinimicrobium;s__Gallintestinimicrobium propionicum	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Gallintestinimicrobium	Gallintestinimicrobium propionicum	96.22	1.34	3043533	87	73893	48.016664	2736	45.0	0.6923076923	0.02069497751	0.0099885985	0.016842248	0.19081853	1.345173538	45.0	0.194425341
A03_bin.30	ANI95_cluster_00217	D07_bin.25	False	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Adlercreutzia;s__Adlercreutzia rubneri	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Adlercreutzia	Adlercreutzia rubneri	95.56	5.91	2848152	382	12769	63.520486	2637	41.0	0.6307692308	0.01407018366	0.0052538165	0.008687712	0.17118074	0.914561938	41.0	0.1620236118
A03_bin.31	ANI95_cluster_00139	C02_bin.32	False	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus_C;s__Coprococcus_C hominis	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Coprococcus_C	Coprococcus_C hominis	88.59	0.0	2489830	18	229638	44.323227	2277	20.0	0.3076923077	0.01564204689	0.0	0.0249555035	0.26339585	1.016733048	20.0	0.1382051494
A03_bin.33	ANI95_cluster_00358	G07_bin.107	False	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia faecis	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	Roseburia faecis	98.01	2.73	3138917	93	98574	43.312232	3046	40.0	0.6153846154	0.02880478058	0.013166526	0.0285766465	0.300563	1.872310738	40.0	0.2290728982
A03_bin.36	ANI95_cluster_00016	A03_bin.36	True	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Jutongia;s__Jutongia sp003524945	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Jutongia	Jutongia sp003524945	97.99	0.67	3018020	51	87870	46.004168	2666	3.0	0.04615384615	0.01629199448	0.0	0.22360252	0.8226716	1.058979641	3.0	0.03346081215
A03_bin.40	ANI95_cluster_00277	F01_bin.44	False	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia intestinalis	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	Roseburia intestinalis	91.3	2.05	3135401	60	96499	43.074458	2788	38.0	0.5846153846	0.05693542203	0.006870709	0.03487432	0.7751141	3.700802432	38.0	0.271441232
A03_bin.43	ANI95_cluster_00413	H05_bin.38	False	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides distasonis	88.44	0.38	3936649	39	137579	45.307418	3229	44.0	0.6769230769	0.02006049768	0.009181952	0.013309719	0.21929073	1.303932349	44.0	0.2219852007
A03_bin.45	ANI95_cluster_00309	F07_bin.42	False	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira eligens_A	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospira	Lachnospira eligens_A	92.62	0.0	2661122	43	113745	37.522556	2479	29.0	0.4461538462	0.01865354868	0.0	0.0116590075	0.7002325	1.212480665	29.0	0.1188686055
A03_bin.47	ANI95_cluster_00231	D08_bin.97	False	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides merdae	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides merdae	93.04	6.9	3645666	64	85557	45.487189	2925	41.0	0.6307692308	0.02270526395	0.021882433	0.027691426	0.18136841	1.475842157	41.0	0.2496705794
A03_bin.5	ANI95_cluster_00017	A03_bin.5	True	d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__Stercorousia;s__Stercorousia sp958449715	Bacteria	Cyanobacteriota	Vampirovibrionia	Gastranaerophilales	Gastranaerophilaceae	Stercorousia	Stercorousia sp958449715	88.03	0.85	1924745	14	282708	30.474219	1978	1.0	0.01538461538	0.01105866462	0.0	0.7188132	0.7188132	0.7188132	1.0	0.01538377631
A03_bin.59	ANI95_cluster_00021	A04_bin.93	False	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger qucibialis	Bacteria	Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	Gemmiger	Gemmiger qucibialis	91.36	1.13	2377751	276	11713	56.427187	2176	48.0	0.7384615385	0.01914973343	0.017256498	0.0209527605	0.13162827	1.244732673	48.0	0.1947976715
A03_bin.63	ANI95_cluster_00350	G05_bin.67	False	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Butyricimonas;s__Butyricimonas paravirosa	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Butyricimonas	Butyricimonas paravirosa	88.48	0.54	4392460	694	8520	43.023112	3989	17.0	0.2615384615	0.007836276666	0.0	0.018322933	0.074071035	0.5093579833	17.0	0.117182624
A03_bin.66	ANI95_cluster_00184	C08_bin.68	False	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Paraprevotella;s__Paraprevotella clara	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Paraprevotella	Paraprevotella clara	96.65	0.0	3703795	38	175531	48.373412	2913	12.0	0.1846153846	0.01983384163	0.0	0.053241982	0.56770456	1.289199706	12.0	0.09994877815
A03_bin.68	ANI95_cluster_00018	A03_bin.68	True	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia hominis	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	Roseburia hominis	99.28	0.24	2999146	57	74671	49.657102	2678	37.0	0.5692307692	0.0314518993	0.005819654	0.012764198	1.0803558	2.044373455	37.0	0.1754379155
A03_bin.7	ANI95_cluster_00085	B04_bin.33	False	d__Bacteria;p__Bacillota;c__Clostridia;o__UBA1381;f__UBA1381;g__Hominilimicola;s__Hominilimicola fabiformis	Bacteria	Bacillota	Clostridia	UBA1381	UBA1381	Hominilimicola	Hominilimicola fabiformis	80.26	0.81	1722083	513	3810	38.504764	1966	47.0	0.7230769231	0.0133684867	0.0084726	0.01413413	0.09435664	0.8689516354	47.0	0.2154737748
A03_bin.75	ANI95_cluster_00169	C06_bin.11	False	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anthropogastromicrobium;s__Anthropogastromicrobium aceti	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Anthropogastromicrobium	Anthropogastromicrobium aceti	93.51	2.87	3291706	224	28721	41.035591	2909	48.0	0.7384615385	0.01418159196	0.0098176915	0.01296030175	0.16334759	0.9218034771	48.0	0.2005701177
A03_bin.77	ANI95_cluster_00191	D01_bin.36	False	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum;s__Agathobaculum butyriciproducens	Bacteria	Bacillota	Clostridia	Oscillospirales	Butyricicoccaceae	Agathobaculum	Agathobaculum butyriciproducens	85.02	2.01	1908787	356	6842	56.098716	1956	53.0	0.8153846154	0.01871493826	0.01072166	0.012612615	0.25210837	1.216470987	53.0	0.2338618425
A04_bin.11	ANI95_cluster_00373	G08_bin.9	False	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium taiwanense	Bacteria	Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	Faecalibacterium taiwanense	87.11	4.6	2110978	340	8324	57.947548	2148	63.0	0.9692307692	0.0683197133	0.04308861	0.043315355	0.33788502	4.440781364	62.0	0.4736909183
A04_bin.15	ANI95_cluster_00406	H04_bin.57	False	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger formicilis	Bacteria	Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	Gemmiger	Gemmiger formicilis	93.54	1.36	2394854	135	37301	60.575008	2085	50.0	0.7692307692	0.02026299686	0.0115725165	0.0144297975	0.16500169	1.317094796	50.0	0.2083756895
A04_bin.2	ANI95_cluster_00371	G08_bin.86	False	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__JAZOXB01;s__JAZOXB01 sp040096185	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	JAZOXB01	JAZOXB01 sp040096185	85.52	2.91	1846475	317	7122	62.253537	1764	50.0	0.7692307692	0.02604152724	0.01550111	0.024466819	0.2153194	1.692699271	50.0	0.3021054226
A04_bin.21	ANI95_cluster_00061	B01_bin.9	False	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiia;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia muciniphila	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Verrucomicrobiales	Akkermansiaceae	Akkermansia	Akkermansia muciniphila	97.96	1.36	2727007	22	230429	55.330624	2300	27.0	0.4153846154	0.03563725231	0.0	0.022101665	0.6263286	2.3164214	27.0	0.1571437171
A04_bin.22	ANI95_cluster_00364	G08_bin.17	False	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Hominicoprocola;s__Hominicoprocola sp900317525	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	Hominicoprocola	Hominicoprocola sp900317525	84.2	2.51	1690232	135	18740	62.078046	1691	42.0	0.6461538462	0.0255239866	0.006382146	0.012832787	0.8681919	1.659059129	42.0	0.1657587645
A04_bin.29	ANI95_cluster_00086	B04_bin.53	False	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter;s__Lawsonibacter asaccharolyticus	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	Lawsonibacter	Lawsonibacter asaccharolyticus	80.86	3.47	1660713	74	30386	63.158595	1614	54.0	0.8307692308	0.01767480462	0.010332093	0.0127399305	0.11821634	1.1488623	54.0	0.3018920016
A04_bin.3	ANI95_cluster_00194	D01_bin.67	False	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp905215825	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella sp905215825	92.74	0.81	1979659	41	64139	59.933251	1684	36.0	0.5538461538	0.06256126444	0.00921135	0.0183812955	1.9883322	4.066482189	36.0	0.1259016989
A04_bin.35	ANI95_cluster_00222	D08_bin.21	False	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes putredinis	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes putredinis	99.2	5.77	2420085	36	90581	54.751713	2137	52.0	0.8	0.1563090695	0.0957492	0.146879675	1.3909585	10.16008952	52.0	0.4569164563
A04_bin.36	ANI95_cluster_00066	B02_bin.41	False	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea_A;s__Dorea_A longicatena	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Dorea_A	Dorea_A longicatena	86.55	0.81	2287790	67	56320	41.811836	2172	56.0	0.8615384615	0.02903958548	0.01649409	0.018308951	0.32584316	1.887573056	56.0	0.3283480842
A04_bin.38	ANI95_cluster_00177	C07_bin.89	False	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila;s__Bilophila wadsworthia	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Bilophila	Bilophila wadsworthia	96.75	0.61	3881496	485	11119	60.320145	3534	34.0	0.5230769231	0.009006022703	0.004262986	0.010069099	0.12607276	0.5853914757	34.0	0.1444546792
A04_bin.39	ANI95_cluster_00044	A07_bin.65	False	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella;s__Barnesiella intestinihominis	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Barnesiellaceae	Barnesiella	Barnesiella intestinihominis	98.11	0.19	3230212	30	178188	43.283815	2629	43.0	0.6615384615	0.04965059049	0.046860367	0.0614001	0.34785107	3.227288382	43.0	0.2866201472
A04_bin.45	ANI95_cluster_00231	D08_bin.97	False	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides merdae	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides merdae	96.15	3.08	4079199	64	90615	45.602874	3392	42.0	0.6461538462	0.02881350718	0.019108456	0.032934764	0.32740492	1.872877967	42.0	0.2643022546
A04_bin.47	ANI95_cluster_00298	F06_bin.46	False	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus thermophilus	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus thermophilus	92.88	1.59	1498310	222	9211	39.463128	1711	22.0	0.3384615385	0.007733093634	0.0	0.0103934915	0.0829978	0.5026510862	21.0	0.1375963682
A04_bin.50	ANI95_cluster_00290	F03_bin.40	False	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A wexlerae	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Blautia_A	Blautia_A wexlerae	96.15	5.33	3504819	370	15168	41.805611	3312	63.0	0.9692307692	0.04583555976	0.024909254	0.025649747	0.29828474	2.979311384	63.0	0.4198721463
A04_bin.56	ANI95_cluster_00383	H02_bin.17	False	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola sp000432735	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola sp000432735	87.39	1.3	2851898	57	73394	43.270061	2303	4.0	0.06153846154	0.1078186598	0.0	1.457563485	3.8105695	7.00821289	4.0	0.05664635585
A04_bin.62	ANI95_cluster_00415	H05_bin.43	False	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia rectalis	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	Roseburia rectalis	92.51	0.36	2036194	160	20046	42.571091	1931	45.0	0.6923076923	0.04963852564	0.010417563	0.019970674	1.4454185	3.226504167	45.0	0.1945969259
A04_bin.63	ANI95_cluster_00083	B04_bin.18	False	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes onderdonkii	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes onderdonkii	87.82	3.85	2705916	25	156811	58.218991	2268	56.0	0.8615384615	0.1293422532	0.044040464	0.054594571	0.9057585	8.407246456	56.0	0.4987988211
A04_bin.71	ANI95_cluster_00019	A04_bin.71	True	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes_A;s__Alistipes_A ihumii	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes_A	Alistipes_A ihumii	100.0	0.0	2573674	26	185410	58.162145	2087	25.0	0.3846153846	0.01973977271	0.0	0.016609093	0.53600603	1.283085226	25.0	0.1484433306
A04_bin.72	ANI95_cluster_00020	A04_bin.72	True	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_G;s__Eubacterium_G segne	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Eubacterium_G	Eubacterium_G segne	80.77	0.89	1937642	418	5705	35.408657	2019	22.0	0.3384615385	0.01011524299	0.0	0.0103481925	0.22911614	0.6574907944	22.0	0.1025831411
A04_bin.76	ANI95_cluster_00184	C08_bin.68	False	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Paraprevotella;s__Paraprevotella clara	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Paraprevotella	Paraprevotella clara	99.26	0.0	3616003	33	229201	48.522167	2875	12.0	0.1846153846	0.01692406349	0.0	0.061823953	0.29881716	1.100064127	12.0	0.1101899694
A04_bin.8	ANI95_cluster_00050	A08_bin.91	False	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes amylophilus	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Anaerostipes	Anaerostipes amylophilus	89.49	3.36	2050026	187	16662	37.155821	2078	34.0	0.5230769231	0.01423272668	0.0035899803	0.0190390375	0.098878436	0.9251272345	34.0	0.2000542228
A04_bin.81	ANI95_cluster_00204	D05_bin.15	False	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Coprobacteraceae;g__Coprobacter;s__Coprobacter fastidiosus	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Coprobacteraceae	Coprobacter	Coprobacter fastidiosus	94.96	1.13	3274141	185	26368	38.406959	2692	23.0	0.3538461538	0.008645236569	0.0	0.015277569	0.16380858	0.561940377	23.0	0.122567391
A04_bin.91	ANI95_cluster_00034	A06_bin.107	False	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter;s__Odoribacter splanchnicus	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Odoribacter	Odoribacter splanchnicus	99.19	0.0	4104683	58	129346	43.414534	3306	51.0	0.7846153846	0.01085688482	0.007551594	0.01003125	0.06748724	0.7056975132	51.0	0.2231922797
A04_bin.93	ANI95_cluster_00021	A04_bin.93	True	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger qucibialis	Bacteria	Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	Gemmiger	Gemmiger qucibialis	99.32	0.68	2569107	225	15877	56.438327	2199	48.0	0.7384615385	0.0184886075	0.012127013	0.0167711955	0.2507777	1.201759487	47.0	0.2319896849
A05_bin.1	ANI95_cluster_00280	F02_bin.31	False	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiia;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia massiliensis	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Verrucomicrobiales	Akkermansiaceae	Akkermansia	Akkermansia massiliensis	80.9	0.68	2411291	21	136452	57.854983	2020	12.0	0.1846153846	0.02730089562	0.0	0.14294372	0.34774816	1.774558215	12.0	0.155709874
A05_bin.101	ANI95_cluster_00361	G07_bin.85	False	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__UBA11524;s__UBA11524 sp000437595	Bacteria	Bacillota	Clostridia	Christensenellales	Aristaeellaceae	UBA11524	UBA11524 sp000437595	98.6	1.17	3074796	97	49342	57.972074	2625	31.0	0.4769230769	0.019898347	0.0	0.022182051	0.3951875	1.293392555	31.0	0.1179483871
A05_bin.102	ANI95_cluster_00022	A05_bin.102	True	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Porcipelethomonas;s__Porcipelethomonas ammoniilytica	Bacteria	Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	Porcipelethomonas	Porcipelethomonas ammoniilytica	97.99	0.67	2522564	91	90012	36.833000	2465	12.0	0.1846153846	0.01134017693	0.0	0.0366955815	0.30744416	0.7371115005	12.0	0.09601021323
A05_bin.109	ANI95_cluster_00023	A05_bin.109	True	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp900755095	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp900755095	93.43	1.02	5855880	97	103481	41.695851	4586	62.0	0.9538461538	0.1710815349	0.07325411	0.07790877	1.052548	11.12029977	62.0	0.5220836534
A05_bin.111	ANI95_cluster_00413	H05_bin.38	False	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides distasonis	93.81	0.0	4454890	55	127151	45.199769	3683	48.0	0.7384615385	0.01419970026	0.008504728	0.01310508	0.077370726	0.9229805172	48.0	0.2307853882
